ProductID,ProductName,Category,total_quantity_sold,total_revenue
1645,Laptop,Electronics,594,3.00000807E7
2952,Office Desk,Furniture,540,2.634772838E7
595,Monitor,Electronics,759,3.466978828E7
3828,Speaker,Electronics,699,3.48226905E7
752,Microwave,Home Appliances,704,3.644428576E7
3905,Jacket,Clothing,682,3.240087537E7
2958,Football,Sports,653,3.399428637E7
1057,Table,Furniture,682,3.307326213E7
1874,Cupboard,Furniture,628,3.132671067E7
101,Jeans,Clothing,717,3.540576074E7
2625,T-Shirt,Clothing,675,3.519984101E7
3683,Cupboard,Furniture,596,3.059000692E7
3356,Cupboard,Furniture,505,2.320450254E7
3174,Tablet,Electronics,573,2.894391295E7
2641,Shirt,Clothing,675,3.226108297E7
4948,Refrigerator,Home Appliances,739,3.425099547E7
4057,Office Chair,Furniture,761,3.434674973E7
1241,Tennis Racket,Sports,674,3.214317849E7
1062,Cupboard,Furniture,643,3.291833634E7
1916,Office Chair,Furniture,627,2.911330132E7
1830,Novel,Books,714,3.437854639E7
2407,Cupboard,Furniture,579,3.002843197E7
4755,Monitor,Electronics,619,2.784368896E7
4944,Microwave,Home Appliances,628,3.151626784E7
4949,Monitor,Electronics,637,2.886507542E7
4556,Refrigerator,Home Appliances,705,3.457178927E7
1353,Monitor,Electronics,704,3.404768059E7
1280,Cricket Bat,Sports,650,3.217488809E7
4344,Office Chair,Furniture,601,2.917094846E7
2332,Cupboard,Furniture,597,3.024768758E7
3304,Tablet,Electronics,761,3.955716001E7
3478,Novel,Books,604,3.211430246E7
2305,Sofa,Furniture,687,3.491401749E7
2219,Cricket Bat,Sports,770,3.972418381E7
3637,Office Chair,Furniture,572,2.656167954E7
793,Shirt,Clothing,681,3.390149139E7
3694,Shirt,Clothing,596,2.87585679E7
3750,Dictionary,Books,587,3.069199069E7
2186,Refrigerator,Home Appliances,542,2.84540495E7
4905,Mixer,Home Appliances,651,3.502093975E7
2783,Washing Machine,Home Appliances,535,2.852318726E7
1597,Football,Sports,634,3.320628157E7
3346,Laptop,Electronics,672,3.563902227E7
4561,Refrigerator,Home Appliances,696,2.984721333E7
144,Jacket,Clothing,646,3.267910003E7
4460,Refrigerator,Home Appliances,674,3.393092451E7
210,Keyboard,Electronics,669,3.398821995E7
205,Tennis Racket,Sports,669,3.405241414E7
969,Programming Book,Books,632,3.13732307E7
2836,Table,Furniture,557,2.80270201E7
3186,Shirt,Clothing,656,3.143679762E7
901,Programming Book,Books,706,3.283169394E7
381,Tennis Racket,Sports,693,3.692645101E7
912,Dictionary,Books,580,2.756688168E7
3620,Novel,Books,661,3.034240189E7
479,Laptop,Electronics,700,3.680672094E7
1638,Washing Machine,Home Appliances,624,3.250585954E7
2345,Jeans,Clothing,749,3.506332862E7
4088,Office Chair,Furniture,706,3.326001129E7
2617,Novel,Books,609,3.041025991E7
3232,Office Chair,Furniture,679,3.408127419E7
146,Monitor,Electronics,663,3.165212453E7
1817,Novel,Books,676,3.48274725E7
1445,Jeans,Clothing,769,3.69626212E7
261,Cupboard,Furniture,704,3.547808257E7
2298,Football,Sports,814,4.043183433E7
4355,Data Science Book,Books,659,3.191425639E7
1740,Office Chair,Furniture,730,3.530179311E7
3091,Football,Sports,539,2.633069817E7
4449,Office Desk,Furniture,689,3.192566707E7
2354,Office Chair,Furniture,577,2.846729702E7
3421,Gym Kit,Sports,658,3.329729997E7
1607,Dictionary,Books,671,3.753180467E7
3342,Cricket Bat,Sports,662,3.441310333E7
1911,Programming Book,Books,627,3.205264006E7
1210,Tablet,Electronics,707,3.430380762E7
3575,Office Desk,Furniture,721,3.587290707E7
4143,Jacket,Clothing,684,3.365320674E7
3007,Mixer,Home Appliances,666,3.519626692E7
236,Speaker,Electronics,682,3.822346487E7
2272,Cupboard,Furniture,654,3.244595571E7
3227,Tennis Racket,Sports,608,3.226395684E7
2825,T-Shirt,Clothing,559,2.638992721E7
2989,Table,Furniture,697,3.948634739E7
4417,Data Science Book,Books,637,3.28806841E7
4870,Table,Furniture,624,3.382768701E7
4210,Sofa,Furniture,595,2.910526581E7
4102,Office Chair,Furniture,589,2.605553909E7
3466,Office Chair,Furniture,532,2.633543144E7
440,Cupboard,Furniture,684,3.330007546E7
951,Cupboard,Furniture,729,3.6565137E7
4117,Jeans,Clothing,586,3.027447873E7
2880,Cricket Bat,Sports,539,2.583502712E7
2872,Dictionary,Books,712,3.506972956E7
4873,T-Shirt,Clothing,616,2.844950473E7
1811,Refrigerator,Home Appliances,696,3.284379675E7
3512,Jacket,Clothing,704,3.553293289E7
4016,Dictionary,Books,684,3.763277118E7
2474,Shirt,Clothing,675,3.018607422E7
4648,Cricket Bat,Sports,572,3.105993091E7
2700,Programming Book,Books,563,2.796947934E7
1963,Programming Book,Books,720,3.558052404E7
3892,Novel,Books,532,2.788035138E7
3856,Football,Sports,722,3.595227916E7
2604,Data Science Book,Books,746,3.680863005E7
1878,Tablet,Electronics,670,3.437639217E7
4005,Monitor,Electronics,732,3.58999131E7
4999,Office Desk,Furniture,595,2.843291271E7
3833,Tablet,Electronics,610,3.485732663E7
4042,Office Chair,Furniture,625,3.364800495E7
1140,Sofa,Furniture,674,3.219318908E7
4510,T-Shirt,Clothing,693,3.050231145E7
1146,Dictionary,Books,692,3.585266998E7
2800,T-Shirt,Clothing,666,3.021814814E7
2062,Jacket,Clothing,668,3.582169821E7
4979,Office Desk,Furniture,759,3.863650304E7
2209,Dictionary,Books,608,3.359301476E7
4212,Cricket Bat,Sports,675,3.388791216E7
4240,Mixer,Home Appliances,682,3.243501757E7
2664,Novel,Books,692,3.645238865E7
2470,Refrigerator,Home Appliances,581,2.728493504E7
3507,Microwave,Home Appliances,525,2.648826444E7
4605,Sofa,Furniture,584,3.107423078E7
4429,Mouse,Electronics,627,3.64716371E7
3727,Mobile Phone,Electronics,820,4.134386748E7
4386,Football,Sports,498,2.548649126E7
4156,Mixer,Home Appliances,645,3.25463506E7
1519,Shirt,Clothing,652,3.040461895E7
3314,Programming Book,Books,670,3.463678805E7
498,Tennis Racket,Sports,692,3.280578736E7
1151,Shirt,Clothing,651,3.213671036E7
3443,Monitor,Electronics,668,3.374392881E7
4158,Data Science Book,Books,620,2.88518466E7
3502,Programming Book,Books,603,3.029767911E7
2890,Jeans,Clothing,660,3.301606265E7
1712,Data Science Book,Books,690,3.631953471E7
2775,Mixer,Home Appliances,575,3.288293835E7
2927,Office Desk,Furniture,767,3.551475451E7
4776,Refrigerator,Home Appliances,611,3.225661419E7
719,Programming Book,Books,610,3.091141801E7
3101,Monitor,Electronics,669,3.336002318E7
525,Sofa,Furniture,608,2.885260905E7
4373,Dictionary,Books,536,2.599187155E7
3997,Tennis Racket,Sports,483,2.587789619E7
1855,Football,Sports,777,4.246202896E7
2445,Programming Book,Books,664,3.489864985E7
30,Microwave,Home Appliances,717,3.417642913E7
3043,Microwave,Home Appliances,724,3.694151067E7
4200,Table,Furniture,588,2.706312522E7
269,Laptop,Electronics,775,3.758768127E7
750,Cupboard,Furniture,605,2.91205479E7
886,Programming Book,Books,543,2.666503905E7
3435,Office Desk,Furniture,590,2.831681406E7
2250,Cupboard,Furniture,688,3.439491485E7
858,Mobile Phone,Electronics,570,2.926043713E7
2916,Jeans,Clothing,718,3.820190856E7
2469,Microwave,Home Appliances,632,2.840609277E7
3472,Washing Machine,Home Appliances,629,3.169939625E7
2580,Table,Furniture,659,3.071613274E7
2344,Sofa,Furniture,699,3.198939552E7
1039,Sofa,Furniture,575,3.242293503E7
1087,Refrigerator,Home Appliances,604,2.898230004E7
4348,Laptop,Electronics,624,3.021473692E7
3829,Data Science Book,Books,785,3.931972284E7
4337,Data Science Book,Books,768,3.565516092E7
1396,Table,Furniture,548,2.5506052E7
3572,Jeans,Clothing,752,3.866534912E7
4384,Programming Book,Books,659,3.374763171E7
74,Cricket Bat,Sports,595,2.815470392E7
4319,Sofa,Furniture,715,3.95312755E7
3678,Gym Kit,Sports,631,3.259526595E7
1624,Shirt,Clothing,745,3.4493917E7
4463,Gym Kit,Sports,578,2.842327397E7
4406,Novel,Books,677,3.3974837E7
655,Programming Book,Books,632,3.105083783E7
4302,Gym Kit,Sports,745,3.884408723E7
1541,Mixer,Home Appliances,750,3.975312408E7
2823,Office Desk,Furniture,609,2.915311121E7
1419,Novel,Books,798,4.288828202E7
2262,Monitor,Electronics,712,3.321393575E7
2266,Novel,Books,697,3.373194971E7
2739,Cupboard,Furniture,704,3.587744447E7
4471,Football,Sports,557,2.870228413E7
565,Programming Book,Books,644,3.161168745E7
3056,Mixer,Home Appliances,699,3.359014416E7
4071,Sofa,Furniture,544,2.987763508E7
3407,Sofa,Furniture,722,3.362226992E7
2759,Jacket,Clothing,551,2.534176559E7
3449,T-Shirt,Clothing,588,2.997928E7
2312,Washing Machine,Home Appliances,676,3.593001953E7
4361,Microwave,Home Appliances,644,3.181128052E7
2678,Programming Book,Books,702,3.276906802E7
4634,Mixer,Home Appliances,731,3.43518233E7
2340,Gym Kit,Sports,631,2.988747761E7
2930,Jacket,Clothing,621,3.134196017E7
3087,Data Science Book,Books,554,2.573895219E7
4931,Refrigerator,Home Appliances,827,3.993750147E7
1399,Dictionary,Books,580,2.833101215E7
1304,Office Desk,Furniture,663,3.239381727E7
1458,Dictionary,Books,676,2.989298134E7
984,Office Chair,Furniture,598,2.982124694E7
3286,Jacket,Clothing,641,3.016708522E7
2409,Refrigerator,Home Appliances,672,3.433012593E7
1783,Table,Furniture,678,3.6539988E7
388,Keyboard,Electronics,608,3.043972307E7
1046,Tablet,Electronics,635,3.468146981E7
4439,Football,Sports,765,3.791212998E7
770,Sofa,Furniture,651,3.55093241E7
3499,Sofa,Furniture,665,3.276471705E7
268,Refrigerator,Home Appliances,564,2.771757339E7
1732,Washing Machine,Home Appliances,713,3.80041352E7
4324,Shirt,Clothing,656,3.066979886E7
1457,Shirt,Clothing,664,3.334927743E7
3254,T-Shirt,Clothing,775,3.764755239E7
2657,Microwave,Home Appliances,623,3.299818328E7
4582,Jeans,Clothing,741,3.39626327E7
4410,T-Shirt,Clothing,801,3.69135098E7
3047,Cricket Bat,Sports,652,3.225792527E7
4198,Microwave,Home Appliances,652,3.060734045E7
3306,Washing Machine,Home Appliances,671,3.468844119E7
519,Data Science Book,Books,644,3.286549761E7
3242,Mixer,Home Appliances,783,3.631124545E7
1430,Programming Book,Books,567,3.070075377E7
747,Tennis Racket,Sports,622,3.189389829E7
4722,Refrigerator,Home Appliances,737,3.839597266E7
4866,Jeans,Clothing,626,3.040568115E7
1739,Data Science Book,Books,687,3.261708014E7
3195,Gym Kit,Sports,708,3.480152334E7
1028,Cupboard,Furniture,625,3.230903218E7
411,Speaker,Electronics,620,2.924399892E7
4489,Monitor,Electronics,735,4.003762646E7
4858,Novel,Books,771,3.750528353E7
3618,Gym Kit,Sports,747,3.736868119E7
881,Gym Kit,Sports,561,2.915418423E7
143,Gym Kit,Sports,734,3.605760509E7
1407,Office Chair,Furniture,686,3.426523726E7
3482,Dictionary,Books,730,3.887419211E7
395,Jacket,Clothing,809,3.842155313E7
4694,Cupboard,Furniture,550,2.572459027E7
2008,Jacket,Clothing,609,3.207959648E7
2488,Novel,Books,592,2.595203941E7
1286,Dictionary,Books,674,3.035388055E7
3374,Novel,Books,530,2.53659302E7
1250,T-Shirt,Clothing,706,3.869301288E7
2320,T-Shirt,Clothing,650,2.995679843E7
1780,Novel,Books,600,2.987899191E7
416,T-Shirt,Clothing,694,3.537591658E7
4879,Mixer,Home Appliances,780,3.616158099E7
1958,Football,Sports,700,3.577935123E7
4853,Jeans,Clothing,749,3.928234564E7
2691,Office Chair,Furniture,590,3.172073217E7
2914,T-Shirt,Clothing,582,2.730687402E7
1841,Office Desk,Furniture,563,2.643506841E7
4214,Shirt,Clothing,813,3.872443376E7
2974,Novel,Books,780,3.890063311E7
2712,Microwave,Home Appliances,616,2.980196581E7
123,Programming Book,Books,710,3.724608943E7
1792,Mixer,Home Appliances,701,3.747149436E7
4220,Jacket,Clothing,609,2.621085583E7
972,Data Science Book,Books,699,3.606818456E7
43,Speaker,Electronics,741,3.71729497E7
3803,Keyboard,Electronics,686,3.230920055E7
3313,Refrigerator,Home Appliances,709,3.148587633E7
2666,T-Shirt,Clothing,674,3.416073062E7
4347,Table,Furniture,669,3.469101245E7
2599,T-Shirt,Clothing,750,3.877807593E7
4996,Programming Book,Books,734,3.682511396E7
4170,Programming Book,Books,594,3.030431754E7
4801,Microwave,Home Appliances,704,3.61185076E7
551,Data Science Book,Books,664,3.309009573E7
4606,T-Shirt,Clothing,575,2.806322423E7
1115,Football,Sports,727,3.365704259E7
2710,Football,Sports,620,3.142338277E7
4146,Laptop,Electronics,690,3.469203891E7
2966,Programming Book,Books,626,3.248261108E7
325,Washing Machine,Home Appliances,644,3.041066633E7
1565,Office Chair,Furniture,667,3.098051955E7
1022,Microwave,Home Appliances,666,3.412281305E7
4842,Washing Machine,Home Appliances,686,3.405864732E7
1717,Jacket,Clothing,607,3.220009056E7
2382,Novel,Books,600,3.229095346E7
2500,Refrigerator,Home Appliances,676,3.228191278E7
53,Mobile Phone,Electronics,679,3.292929777E7
1163,Tennis Racket,Sports,713,3.367020575E7
3146,Cricket Bat,Sports,741,3.695176511E7
4485,Dictionary,Books,700,3.37197396E7
4779,Microwave,Home Appliances,697,3.609860544E7
3672,Programming Book,Books,714,3.715914514E7
2715,Sofa,Furniture,681,3.103403033E7
107,Cupboard,Furniture,711,3.65740231E7
695,Refrigerator,Home Appliances,517,2.696039069E7
709,Table,Furniture,643,2.93217553E7
765,Keyboard,Electronics,582,2.817642347E7
4152,Mobile Phone,Electronics,722,3.618363269E7
1880,Refrigerator,Home Appliances,615,3.207176008E7
1466,Monitor,Electronics,565,2.953652288E7
568,Refrigerator,Home Appliances,609,2.831324497E7
4707,T-Shirt,Clothing,693,3.426041038E7
2283,Tablet,Electronics,629,3.260189778E7
2761,Office Desk,Furniture,609,3.015388912E7
3147,Tennis Racket,Sports,707,3.428994157E7
1952,Novel,Books,665,3.12916032E7
437,T-Shirt,Clothing,608,2.994277017E7
98,Football,Sports,608,3.07722412E7
3350,Tennis Racket,Sports,529,2.299479764E7
2851,Washing Machine,Home Appliances,562,2.858950733E7
2016,T-Shirt,Clothing,611,2.980669779E7
666,Sofa,Furniture,576,2.659045905E7
1530,Programming Book,Books,662,3.280758894E7
1713,Data Science Book,Books,691,3.274153478E7
3267,Programming Book,Books,687,3.353804772E7
4932,Mobile Phone,Electronics,613,2.921945545E7
1497,Shirt,Clothing,723,3.537013721E7
1992,Football,Sports,695,3.514172944E7
2508,Cupboard,Furniture,726,3.734016308E7
2873,Washing Machine,Home Appliances,699,3.632000998E7
1934,Office Desk,Furniture,752,3.534064165E7
4260,Gym Kit,Sports,659,3.268391731E7
4255,Programming Book,Books,601,3.043373224E7
2122,Football,Sports,657,3.420556885E7
4128,Refrigerator,Home Appliances,694,3.616904706E7
3168,Data Science Book,Books,625,3.322460052E7
1507,Shirt,Clothing,770,3.584396993E7
3706,Mobile Phone,Electronics,644,3.333007072E7
3034,Washing Machine,Home Appliances,777,3.887817903E7
3460,Gym Kit,Sports,770,3.616933355E7
1545,Monitor,Electronics,627,3.453090576E7
4891,Dictionary,Books,679,3.563812417E7
4625,Gym Kit,Sports,653,3.401251618E7
4166,Cupboard,Furniture,656,3.252124856E7
4612,Gym Kit,Sports,746,3.726325813E7
2629,Cricket Bat,Sports,755,3.781732634E7
3845,Sofa,Furniture,765,3.839818598E7
3373,Mixer,Home Appliances,725,3.604444199E7
234,Laptop,Electronics,743,3.907382048E7
352,Monitor,Electronics,712,3.299512015E7
7,Speaker,Electronics,578,2.947100972E7
4886,Refrigerator,Home Appliances,703,3.315183414E7
827,Cupboard,Furniture,696,3.414930912E7
4956,Mouse,Electronics,745,3.572400331E7
4070,Jacket,Clothing,696,3.737983845E7
3138,Microwave,Home Appliances,819,3.743795087E7
4770,Mouse,Electronics,710,3.525365049E7
3533,Sofa,Furniture,756,4.007482732E7
815,Programming Book,Books,624,2.975741133E7
3401,Dictionary,Books,654,3.297496799E7
1538,Office Chair,Furniture,664,3.466132634E7
4443,Jeans,Clothing,619,3.307870013E7
664,Novel,Books,549,2.633053105E7
1395,Office Desk,Furniture,694,3.237563829E7
49,Mouse,Electronics,762,3.514023911E7
2695,Washing Machine,Home Appliances,601,2.750715756E7
1090,Keyboard,Electronics,666,3.416671437E7
3315,Table,Furniture,655,3.350839262E7
2402,Refrigerator,Home Appliances,565,2.475523226E7
4490,Office Desk,Furniture,640,3.372532641E7
3430,T-Shirt,Clothing,694,3.459698584E7
1225,Football,Sports,771,4.247116474E7
319,Table,Furniture,807,4.127755683E7
4940,Cricket Bat,Sports,703,3.729767867E7
896,Sofa,Furniture,643,3.639538085E7
3176,Refrigerator,Home Appliances,655,3.431867012E7
4629,Monitor,Electronics,609,2.987449679E7
2799,Office Desk,Furniture,640,3.451137189E7
4960,Office Chair,Furniture,771,3.831661423E7
1202,Jacket,Clothing,778,4.354995657E7
2570,Office Chair,Furniture,603,3.158146454E7
3962,Tablet,Electronics,711,3.659117318E7
3190,Speaker,Electronics,786,3.853582594E7
4020,Refrigerator,Home Appliances,759,3.826936222E7
529,Mouse,Electronics,609,3.00906614E7
2718,Shirt,Clothing,661,3.35096863E7
3951,Table,Furniture,639,3.274320585E7
3218,Novel,Books,825,4.054195337E7
4663,Data Science Book,Books,667,3.094629105E7
4581,Table,Furniture,678,3.574490588E7
548,Table,Furniture,664,3.617063785E7
270,Refrigerator,Home Appliances,659,3.288900434E7
4308,Jeans,Clothing,668,3.416895751E7
844,Jacket,Clothing,621,3.468153951E7
3367,Tablet,Electronics,711,3.684725139E7
1035,Jacket,Clothing,736,3.302548738E7
1632,Novel,Books,706,3.092329185E7
3813,Dictionary,Books,656,3.223778463E7
813,Office Desk,Furniture,663,3.196559563E7
1447,Football,Sports,622,3.144471362E7
3177,Programming Book,Books,680,3.097503002E7
2392,Microwave,Home Appliances,528,2.661603029E7
4602,Tennis Racket,Sports,510,2.388202556E7
3264,Laptop,Electronics,659,3.347182865E7
27,Cricket Bat,Sports,632,3.030565864E7
52,Tablet,Electronics,614,3.069704218E7
1999,Cricket Bat,Sports,621,3.135263525E7
1156,T-Shirt,Clothing,737,3.663449856E7
1162,Mouse,Electronics,610,2.930731542E7
2462,Table,Furniture,682,3.664251661E7
3761,Mobile Phone,Electronics,695,3.217541071E7
1800,Sofa,Furniture,827,4.708818392E7
2371,Novel,Books,785,3.777370184E7
3021,Table,Furniture,672,3.502468784E7
3827,Tablet,Electronics,675,3.345082649E7
2861,Tennis Racket,Sports,687,3.305018551E7
227,Sofa,Furniture,576,3.002307572E7
3866,Sofa,Furniture,853,4.255913191E7
2232,Washing Machine,Home Appliances,711,3.183586839E7
2381,Mouse,Electronics,717,3.77906048E7
919,Cricket Bat,Sports,607,2.948048811E7
2213,Refrigerator,Home Appliances,716,3.71113673E7
3714,Data Science Book,Books,505,2.600134085E7
2333,Office Desk,Furniture,648,3.370713187E7
2859,Jeans,Clothing,721,3.767738116E7
3026,Dictionary,Books,703,3.73031415E7
3705,Shirt,Clothing,666,3.658156083E7
1829,Washing Machine,Home Appliances,649,3.220072813E7
4986,Office Desk,Furniture,634,3.360906107E7
1426,Jeans,Clothing,658,3.110792501E7
1831,T-Shirt,Clothing,635,3.080056787E7
729,Tennis Racket,Sports,610,3.030172155E7
2338,Jacket,Clothing,696,3.410219917E7
2509,Office Chair,Furniture,728,3.679898544E7
3793,Mixer,Home Appliances,798,4.103072072E7
2448,Data Science Book,Books,702,3.442871853E7
3984,Shirt,Clothing,693,3.575555006E7
1684,Programming Book,Books,753,3.817936694E7
682,Speaker,Electronics,670,3.713661607E7
923,Tennis Racket,Sports,721,3.675112172E7
2001,Keyboard,Electronics,781,3.561388321E7
3901,Shirt,Clothing,777,3.830143748E7
4852,Monitor,Electronics,655,3.015348408E7
3340,Office Desk,Furniture,702,3.345841121E7
3903,Shirt,Clothing,647,3.335188196E7
396,Dictionary,Books,732,3.896318111E7
1126,Data Science Book,Books,691,3.577554974E7
1949,Tablet,Electronics,725,3.346308801E7
2218,Microwave,Home Appliances,576,3.109787058E7
1272,T-Shirt,Clothing,668,2.943340439E7
741,Refrigerator,Home Appliances,754,3.993459775E7
2831,Football,Sports,761,3.724097984E7
2080,Football,Sports,740,3.951198101E7
4564,Football,Sports,613,2.949101921E7
4987,Shirt,Clothing,622,2.885380038E7
3604,Tennis Racket,Sports,654,3.340985947E7
1942,Table,Furniture,667,3.430601641E7
2576,Cricket Bat,Sports,610,2.853416583E7
1290,Novel,Books,637,3.494690139E7
884,Novel,Books,716,3.79633065E7
774,Mouse,Electronics,637,3.092658795E7
3902,T-Shirt,Clothing,663,3.075795878E7
4832,Office Desk,Furniture,639,2.943000299E7
2023,Novel,Books,733,3.764343915E7
995,Novel,Books,646,2.955106089E7
1172,Jacket,Clothing,723,3.503524142E7
2331,Speaker,Electronics,653,3.273042818E7
3461,Tennis Racket,Sports,662,3.113484906E7
1616,Shirt,Clothing,713,3.423873188E7
3309,Office Desk,Furniture,773,3.878142775E7
3370,Novel,Books,717,3.50140136E7
4103,Speaker,Electronics,728,3.807754087E7
171,Jacket,Clothing,567,2.690673776E7
4122,Gym Kit,Sports,522,2.685089245E7
3079,T-Shirt,Clothing,672,3.594280184E7
3849,Novel,Books,710,3.743054213E7
4488,Dictionary,Books,625,3.341623001E7
2510,Office Chair,Furniture,717,3.540042265E7
3988,Mobile Phone,Electronics,654,2.825497183E7
1483,Table,Furniture,752,4.186541521E7
3954,Jacket,Clothing,563,2.790480345E7
4839,Mobile Phone,Electronics,524,2.809679163E7
4567,Tennis Racket,Sports,552,2.799811811E7
1813,Data Science Book,Books,762,3.80367844E7
3028,Office Desk,Furniture,683,3.382632271E7
1052,Data Science Book,Books,569,2.852175429E7
3255,Football,Sports,649,3.387275229E7
119,Data Science Book,Books,671,3.338669342E7
1918,T-Shirt,Clothing,588,2.617236252E7
4440,Table,Furniture,669,3.456884251E7
575,Programming Book,Books,644,3.342453784E7
3113,Mixer,Home Appliances,746,3.798326954E7
134,Office Chair,Furniture,731,3.752290312E7
2514,Refrigerator,Home Appliances,625,3.045314568E7
1321,Cricket Bat,Sports,680,3.646788372E7
356,Shirt,Clothing,571,2.940115594E7
536,Mobile Phone,Electronics,801,4.42347454E7
1131,Laptop,Electronics,624,3.240773003E7
2322,Sofa,Furniture,645,3.240049612E7
2398,Office Desk,Furniture,660,3.286885344E7
46,Shirt,Clothing,639,3.178885232E7
3786,Washing Machine,Home Appliances,628,3.23422602E7
916,Washing Machine,Home Appliances,770,3.738953595E7
3140,Football,Sports,662,3.248790338E7
1657,Jeans,Clothing,653,3.256109311E7
859,Football,Sports,745,3.767136326E7
4947,Cricket Bat,Sports,537,2.538322282E7
3279,Cricket Bat,Sports,679,3.297116294E7
1494,Gym Kit,Sports,666,3.37179509E7
2055,Sofa,Furniture,645,3.062328347E7
3459,Washing Machine,Home Appliances,738,3.643148369E7
2750,Tablet,Electronics,710,3.562486759E7
490,Mixer,Home Appliances,709,3.52991953E7
4725,T-Shirt,Clothing,644,3.387581118E7
3826,Football,Sports,768,3.882693428E7
3691,Programming Book,Books,678,3.531613637E7
1773,Programming Book,Books,777,3.77744528E7
908,Sofa,Furniture,587,2.682387794E7
2558,Tennis Racket,Sports,629,3.245480327E7
4012,Gym Kit,Sports,586,2.784531496E7
3543,Gym Kit,Sports,650,3.028137474E7
3664,Office Desk,Furniture,610,3.225301753E7
1718,Speaker,Electronics,549,2.552072333E7
1845,Mobile Phone,Electronics,651,3.414889102E7
2491,Jacket,Clothing,614,3.135694486E7
1092,Jeans,Clothing,690,3.017065028E7
2917,Keyboard,Electronics,508,2.521580832E7
1017,Data Science Book,Books,586,2.76999093E7
3508,Speaker,Electronics,648,3.139762444E7
999,Programming Book,Books,667,3.678684029E7
2439,Sofa,Furniture,470,2.275332388E7
3441,Washing Machine,Home Appliances,597,2.866338162E7
187,Tablet,Electronics,611,3.120765577E7
2430,Washing Machine,Home Appliances,575,2.779205261E7
1559,Dictionary,Books,586,3.041731069E7
3223,Cupboard,Furniture,804,4.141865666E7
3519,Jacket,Clothing,745,3.612413715E7
1609,Mobile Phone,Electronics,598,2.90762214E7
4706,Programming Book,Books,658,3.222098053E7
2733,Refrigerator,Home Appliances,644,3.152147069E7
1182,Keyboard,Electronics,693,3.573576255E7
367,T-Shirt,Clothing,650,3.174789144E7
438,Novel,Books,625,3.176092956E7
1107,Mixer,Home Appliances,659,3.509442183E7
1394,Refrigerator,Home Appliances,531,2.921397262E7
4554,Shirt,Clothing,623,2.632303818E7
4983,Cupboard,Furniture,627,3.23616873E7
870,Cupboard,Furniture,557,2.739026732E7
3782,Mixer,Home Appliances,539,3.050761468E7
1478,Jeans,Clothing,644,3.536287417E7
4196,Data Science Book,Books,642,3.171410107E7
2596,Football,Sports,550,2.796806172E7
4915,Data Science Book,Books,759,3.36276E7
2388,Novel,Books,533,2.704334181E7
1347,Keyboard,Electronics,627,3.079280388E7
3285,Mixer,Home Appliances,574,3.027481202E7
1296,Gym Kit,Sports,694,3.591731164E7
607,Novel,Books,771,3.688911011E7
1806,Cricket Bat,Sports,657,3.104292021E7
4177,Novel,Books,532,2.50315666E7
2038,Mixer,Home Appliances,601,2.764035719E7
4300,Dictionary,Books,694,3.510374356E7
4468,Novel,Books,759,3.9217688E7
2321,Refrigerator,Home Appliances,609,2.626273557E7
3142,T-Shirt,Clothing,807,4.019211235E7
3012,Dictionary,Books,693,3.738651926E7
2731,Microwave,Home Appliances,531,2.70990263E7
354,Laptop,Electronics,699,3.65328711E7
4346,Sofa,Furniture,694,3.713713476E7
2824,Gym Kit,Sports,683,3.038285934E7
1267,T-Shirt,Clothing,639,3.273366807E7
1113,Gym Kit,Sports,653,2.991754095E7
1579,Tablet,Electronics,666,3.86648912E7
2162,Football,Sports,682,3.15214402E7
4689,Microwave,Home Appliances,592,2.716405486E7
4750,Novel,Books,722,3.591586752E7
1777,Speaker,Electronics,694,3.17404551E7
105,Cricket Bat,Sports,642,3.036837297E7
3259,Speaker,Electronics,690,3.276517545E7
2309,Tennis Racket,Sports,570,3.017476213E7
4618,Laptop,Electronics,561,2.763001137E7
2616,Tennis Racket,Sports,596,2.982877207E7
1332,Sofa,Furniture,752,3.558429234E7
1221,Microwave,Home Appliances,596,3.217756523E7
2205,Shirt,Clothing,617,3.178532268E7
277,Refrigerator,Home Appliances,725,3.726508382E7
4518,Mixer,Home Appliances,706,3.528642884E7
2013,T-Shirt,Clothing,740,3.881817061E7
3983,Jeans,Clothing,663,3.444612962E7
1405,Novel,Books,836,4.619823548E7
2640,Novel,Books,716,3.560084619E7
4530,Football,Sports,633,2.827418585E7
4091,Sofa,Furniture,639,3.466550868E7
1641,Data Science Book,Books,693,3.40569959E7
192,T-Shirt,Clothing,709,3.536926415E7
3674,Cupboard,Furniture,652,3.303184506E7
3726,Programming Book,Books,722,3.558261956E7
527,Table,Furniture,571,3.046714912E7
1946,Cupboard,Furniture,690,3.588310987E7
1443,Shirt,Clothing,665,3.640735077E7
3476,Jeans,Clothing,640,3.078402153E7
3609,Refrigerator,Home Appliances,679,3.565085681E7
679,Washing Machine,Home Appliances,786,3.976478876E7
100,Monitor,Electronics,534,2.634103332E7
2024,T-Shirt,Clothing,617,2.893129794E7
4843,Mouse,Electronics,710,3.051615148E7
2553,Laptop,Electronics,654,3.316118351E7
2528,Cupboard,Furniture,692,3.701735108E7
2680,Laptop,Electronics,611,3.129658672E7
806,Jeans,Clothing,704,3.736353962E7
4138,Office Chair,Furniture,617,3.08687866E7
1045,Tennis Racket,Sports,751,3.404564643E7
1081,Mobile Phone,Electronics,648,3.317911337E7
